area,rooms,bathrooms,wilaya,municipality,property_type,floor,is_furnished,has_elevator,rent_type,amenities,price
255,5,3,Setif,El Eulma,Villa,0,0,0,monthly,"Garden,Heating,Elevator",165000
151,2,3,Oran,Akid Lotfi,Apartment,4,1,0,daily,Garden,10200
127,2,2,Setif,El Eulma,Apartment,3,0,0,daily,Security 24/7,5600
70,3,2,Oran,Bir El Djir,Apartment,8,0,0,monthly,Pool,53000
483,7,2,Algiers,Sidi M'Hamed,Villa,0,1,0,monthly,"Pool,Parking,Wifi,Security 24/7,Garden",697000
54,1,3,Oran,Akid Lotfi,Studio,0,0,1,daily,"Elevator,Garden,Wifi,Security 24/7",1500
154,4,2,Algiers,Zeralda,Apartment,0,0,1,monthly,"Air Conditioning,Wifi,Elevator",142000
480,6,3,Algiers,Bab Ezzouar,Villa,0,0,0,monthly,"Wifi,Parking,Heating",453000
80,4,3,Setif,Setif City,Apartment,5,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Air Conditioning",47000
138,5,3,Setif,Ain Arnat,Apartment,6,0,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",70500
138,5,2,Setif,El Eulma,Apartment,2,1,1,monthly,"Pool,Parking,Wifi,Elevator",118000
144,3,2,M'Sila,M'Sila City,Apartment,7,0,1,monthly,"Parking,Heating,Security 24/7,Air Conditioning,Elevator",48500
61,5,3,Oran,Akid Lotfi,Apartment,1,1,1,monthly,"Parking,Wifi,Security 24/7,Air Conditioning,Elevator",102000
140,5,3,M'Sila,Magra,Apartment,1,1,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Elevator",84000
97,4,2,Setif,Ain Arnat,Apartment,0,0,0,daily,"Heating,Wifi",5000
71,3,3,M'Sila,Magra,Apartment,8,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",28000
493,5,2,Setif,El Eulma,Villa,0,0,0,daily,Garden,18300
143,2,2,Oran,Es Senia,Apartment,2,0,1,monthly,"Heating,Garden,Elevator",85500
159,2,3,Oran,Es Senia,Apartment,3,0,0,monthly,"Wifi,Garden,Parking,Elevator",95500
99,2,2,Oran,Akid Lotfi,Apartment,6,0,1,monthly,"Garden,Elevator",65000
127,3,1,Algiers,Hydra,Apartment,7,1,0,monthly,Security 24/7,144000
61,2,2,Algiers,Sidi M'Hamed,Apartment,6,0,0,daily,"Wifi,Heating,Elevator,Air Conditioning,Garden",4400
29,1,3,Algiers,El Biar,Studio,3,1,1,monthly,"Parking,Air Conditioning",38000
98,2,1,Oran,Oran City,Apartment,4,0,1,monthly,"Wifi,Air Conditioning,Heating,Elevator",60000
87,3,1,M'Sila,Boussaada,Apartment,0,1,0,monthly,"Heating,Garden,Security 24/7",50000
33,1,3,M'Sila,Boussaada,Studio,4,1,0,monthly,"Garden,Air Conditioning,Wifi,Elevator",16000
143,2,3,M'Sila,Magra,Apartment,9,1,0,monthly,"Pool,Parking,Heating,Security 24/7,Garden",60000
164,4,1,Oran,Es Senia,Apartment,6,1,0,daily,"Garden,Air Conditioning,Wifi",13800
104,5,1,Constantine,El Khroub,Apartment,1,1,1,daily,Elevator,10700
143,5,1,Oran,Es Senia,Apartment,7,0,0,daily,"Heating,Elevator",7800
51,1,1,M'Sila,M'Sila City,Studio,0,1,1,monthly,"Parking,Wifi,Elevator,Security 24/7,Garden",23000
65,5,3,Setif,El Eulma,Apartment,9,0,1,monthly,"Pool,Parking,Heating,Elevator,Garden",56000
73,4,1,Algiers,Sidi M'Hamed,Apartment,9,0,0,daily,"Wifi,Air Conditioning,Garden,Elevator",6200
477,4,1,Constantine,El Khroub,Villa,0,1,1,daily,Security 24/7,39700
369,4,3,Setif,El Eulma,Villa,0,0,1,monthly,"Air Conditioning,Heating",203500
156,5,1,Constantine,Ali Mendjeli,Apartment,1,0,1,monthly,"Parking,Air Conditioning,Elevator",100500
475,6,2,Algiers,El Biar,Villa,0,1,1,monthly,"Garden,Pool,Heating,Security 24/7",673500
88,4,2,Oran,Bir El Djir,Apartment,0,1,0,daily,"Pool,Wifi,Heating,Security 24/7,Garden",12900
30,1,1,Setif,Setif City,Studio,4,0,0,monthly,Parking,15000
153,5,1,Oran,Oran City,Apartment,4,1,0,daily,Elevator,10800
88,4,3,Oran,Akid Lotfi,Apartment,2,1,0,daily,"Parking,Elevator",11200
87,3,2,Oran,Bir El Djir,Apartment,1,0,0,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",63500
111,3,1,Constantine,Constantine City,Apartment,4,0,0,daily,"Pool,Parking,Wifi,Security 24/7,Elevator",6700
142,2,1,Constantine,Constantine City,Apartment,0,0,1,monthly,"Pool,Elevator",75000
132,2,2,M'Sila,Magra,Apartment,1,0,0,daily,"Air Conditioning,Garden,Security 24/7",2700
74,3,3,M'Sila,Boussaada,Apartment,1,0,1,monthly,"Wifi,Elevator",31500
151,5,3,Constantine,El Khroub,Apartment,8,0,1,monthly,"Air Conditioning,Parking,Pool,Elevator",96000
190,5,1,Setif,Ain Arnat,Villa,0,1,0,monthly,"Air Conditioning,Pool,Elevator,Security 24/7",215500
129,4,2,Setif,Ain Arnat,Apartment,6,1,0,monthly,"Air Conditioning,Elevator",97000
72,2,3,M'Sila,Boussaada,Apartment,9,0,1,daily,"Wifi,Elevator",1600
105,3,3,Oran,Oran City,Apartment,8,0,1,daily,"Garden,Air Conditioning,Heating,Elevator",6700
72,5,3,Constantine,Constantine City,Apartment,7,0,0,daily,"Pool,Parking,Heating,Security 24/7,Elevator",4000
75,4,3,Oran,Akid Lotfi,Apartment,0,0,1,monthly,"Garden,Pool,Heating,Elevator",65500
93,4,3,Algiers,Bab Ezzouar,Apartment,4,0,0,monthly,Air Conditioning,86000
160,2,2,Oran,Oran City,Apartment,9,1,0,monthly,"Air Conditioning,Pool,Wifi,Security 24/7",125000
39,1,3,Setif,Ain Arnat,Studio,1,1,1,daily,"Pool,Parking,Wifi,Elevator",1500
83,4,3,Oran,Akid Lotfi,Apartment,4,1,1,monthly,"Air Conditioning,Garden,Elevator",108500
145,3,3,Setif,Setif City,Apartment,2,1,0,monthly,"Wifi,Pool,Garden,Elevator",108500
118,5,1,Constantine,El Khroub,Apartment,4,0,0,monthly,"Garden,Parking,Heating,Security 24/7,Elevator",75500
132,2,1,Setif,Ain Arnat,Apartment,3,0,0,monthly,"Wifi,Air Conditioning,Garden,Security 24/7",58500
183,8,2,Setif,Ain Arnat,Villa,0,1,0,monthly,Air Conditioning,232500
47,1,3,Algiers,Sidi M'Hamed,Studio,4,1,0,monthly,"Garden,Parking,Elevator",47500
33,1,2,Setif,Setif City,Studio,1,1,0,daily,"Parking,Wifi",4000
43,1,2,M'Sila,Magra,Studio,2,0,0,monthly,"Parking,Wifi",15000
133,2,2,M'Sila,M'Sila City,Apartment,7,0,0,daily,"Heating,Pool,Garden,Security 24/7",2200
110,2,3,Setif,Ain Arnat,Apartment,1,1,0,monthly,"Parking,Heating",80000
47,1,3,Setif,Setif City,Studio,1,0,0,monthly,Parking,21000
104,2,3,Constantine,Ali Mendjeli,Apartment,5,0,0,monthly,"Parking,Security 24/7",53500
80,3,2,Algiers,Bab Ezzouar,Apartment,1,1,1,monthly,"Garden,Heating,Elevator",127500
131,4,3,Algiers,Hydra,Apartment,9,1,0,monthly,"Air Conditioning,Pool,Parking,Wifi",162500
142,2,2,Setif,Setif City,Apartment,7,0,1,monthly,"Parking,Pool,Elevator",61500
69,5,1,Algiers,Sidi M'Hamed,Apartment,1,1,0,monthly,Garden,143000
42,1,1,Algiers,El Biar,Studio,2,0,1,monthly,"Heating,Security 24/7",29500
97,4,3,M'Sila,Magra,Apartment,7,0,1,monthly,"Elevator,Security 24/7",41000
145,4,1,Algiers,El Biar,Apartment,4,0,0,monthly,Elevator,120500
32,1,3,M'Sila,M'Sila City,Studio,4,0,1,daily,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",1500
90,4,2,Algiers,Sidi M'Hamed,Apartment,9,1,0,monthly,"Parking,Elevator",128000
76,4,1,Oran,Bir El Djir,Apartment,7,0,1,monthly,"Air Conditioning,Elevator",70500
41,1,3,Algiers,Sidi M'Hamed,Studio,4,0,1,monthly,Air Conditioning,32000
337,4,3,Setif,Setif City,Villa,0,0,1,daily,"Air Conditioning,Pool,Elevator,Security 24/7",18300
106,3,3,M'Sila,Magra,Apartment,0,0,1,monthly,"Parking,Heating,Elevator,Air Conditioning,Garden",41000
151,4,2,Oran,Bir El Djir,Apartment,3,0,1,daily,"Parking,Pool,Heating,Elevator",6900
150,3,1,Setif,Setif City,Apartment,2,0,1,daily,"Wifi,Heating,Garden,Elevator",4700
81,3,1,Oran,Oran City,Apartment,4,0,0,monthly,"Parking,Wifi,Security 24/7",57500
155,5,1,Constantine,El Khroub,Apartment,3,0,0,monthly,"Wifi,Heating,Garden,Elevator",98500
83,2,3,Oran,Es Senia,Apartment,6,0,0,daily,Pool,5400
157,4,3,Algiers,Hydra,Apartment,3,0,1,monthly,"Air Conditioning,Garden,Elevator",142000
163,4,1,Algiers,El Biar,Apartment,4,1,0,monthly,"Garden,Heating,Security 24/7,Air Conditioning,Elevator",193500
65,3,2,Oran,Oran City,Apartment,7,0,1,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",54000
163,2,3,Algiers,Zeralda,Apartment,4,0,1,daily,"Elevator,Parking,Garden,Security 24/7",9400
32,1,2,Oran,Akid Lotfi,Studio,3,1,0,monthly,"Garden,Pool,Parking,Heating",28500
148,5,1,Constantine,El Khroub,Apartment,5,1,0,daily,"Pool,Garden",12000
163,5,2,M'Sila,Boussaada,Apartment,1,0,0,daily,Heating,4800
120,3,3,M'Sila,Boussaada,Apartment,3,0,0,daily,"Parking,Air Conditioning,Wifi",2600
95,5,3,Oran,Bir El Djir,Apartment,3,0,1,monthly,"Pool,Air Conditioning,Elevator",81500
61,5,2,Oran,Bir El Djir,Apartment,3,1,1,monthly,"Parking,Garden,Elevator",103500
109,2,3,Oran,Bir El Djir,Apartment,3,1,1,monthly,"Garden,Air Conditioning,Wifi,Elevator",107000
110,3,1,Setif,El Eulma,Apartment,7,0,0,daily,"Parking,Garden,Elevator",3200
64,5,1,Constantine,Constantine City,Apartment,1,1,0,daily,"Pool,Garden,Parking,Security 24/7,Elevator",7400
391,7,1,Constantine,Constantine City,Villa,0,1,0,monthly,"Pool,Wifi,Heating,Air Conditioning,Elevator",385000
35,1,2,Constantine,Constantine City,Studio,3,0,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",20500
487,5,1,Constantine,El Khroub,Villa,0,0,0,monthly,Air Conditioning,284500
68,4,3,Setif,Setif City,Apartment,3,1,0,monthly,"Air Conditioning,Wifi,Security 24/7",69500
66,5,3,Oran,Akid Lotfi,Apartment,5,0,0,monthly,"Heating,Air Conditioning,Garden,Security 24/7",59000
47,1,1,Algiers,Bab Ezzouar,Studio,2,0,1,daily,"Pool,Parking,Heating,Air Conditioning,Elevator",3500
115,4,2,M'Sila,Magra,Apartment,3,0,1,monthly,Elevator,46000
96,3,1,Constantine,Constantine City,Apartment,9,1,0,monthly,Elevator,80500
123,5,3,Constantine,Constantine City,Apartment,7,0,1,monthly,"Garden,Elevator",81000
93,4,1,Constantine,El Khroub,Apartment,2,1,1,monthly,"Pool,Parking,Elevator,Air Conditioning,Garden",100000
116,2,3,Constantine,El Khroub,Apartment,3,0,1,monthly,"Wifi,Parking,Elevator",56000
81,5,1,Constantine,El Khroub,Apartment,5,1,0,monthly,"Heating,Garden,Pool,Elevator",90000
46,1,3,Constantine,El Khroub,Studio,2,0,0,daily,"Parking,Wifi",1500
73,4,3,M'Sila,Magra,Apartment,9,0,0,monthly,"Air Conditioning,Elevator",31000
381,5,1,Constantine,El Khroub,Villa,0,0,1,daily,"Garden,Heating",18500
65,3,1,Constantine,Constantine City,Apartment,0,0,0,monthly,"Parking,Air Conditioning,Heating,Elevator",49000
88,5,1,M'Sila,Magra,Apartment,1,0,0,daily,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",3700
452,6,1,Algiers,Hydra,Villa,0,1,1,monthly,"Parking,Wifi",649500
80,2,2,Constantine,Constantine City,Apartment,0,0,1,monthly,"Wifi,Elevator,Garden,Security 24/7",41000
60,2,3,Constantine,Ali Mendjeli,Apartment,6,0,1,monthly,"Pool,Parking,Wifi,Elevator,Garden",36500
146,4,2,Setif,El Eulma,Apartment,3,0,0,monthly,"Air Conditioning,Elevator,Security 24/7",78000
42,1,3,Algiers,Bab Ezzouar,Studio,3,0,1,monthly,"Garden,Security 24/7",32000
37,1,3,Setif,El Eulma,Studio,0,0,0,monthly,"Parking,Air Conditioning,Garden,Security 24/7",16000
66,5,1,M'Sila,M'Sila City,Apartment,0,0,0,monthly,"Parking,Pool,Garden",39000
67,2,3,Oran,Es Senia,Apartment,4,0,0,monthly,"Air Conditioning,Parking,Pool",37500
74,3,3,Constantine,Ali Mendjeli,Apartment,1,0,1,monthly,"Elevator,Parking,Heating,Security 24/7",51000
114,5,2,Setif,Setif City,Apartment,5,0,0,monthly,"Pool,Security 24/7",65000
37,1,2,Constantine,Constantine City,Studio,0,1,0,monthly,"Air Conditioning,Elevator",28500
78,4,2,Oran,Es Senia,Apartment,5,1,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",90000
76,2,1,M'Sila,Magra,Apartment,6,0,1,monthly,"Wifi,Garden,Elevator",28000
194,7,1,M'Sila,M'Sila City,Villa,0,0,0,monthly,"Garden,Security 24/7",108500
108,3,3,Setif,Ain Arnat,Apartment,6,0,0,monthly,"Pool,Heating,Wifi,Elevator,Garden",51000
36,1,2,Constantine,El Khroub,Studio,4,1,1,daily,Garden,2700
84,4,3,M'Sila,M'Sila City,Apartment,5,0,1,monthly,"Pool,Parking,Heating,Wifi,Elevator",38000
63,5,1,M'Sila,Boussaada,Apartment,9,0,0,daily,"Wifi,Heating,Garden,Elevator",3400
63,3,2,Algiers,Bab Ezzouar,Apartment,4,0,1,monthly,"Pool,Parking,Wifi,Elevator",71000
141,5,1,Oran,Es Senia,Apartment,9,0,0,monthly,"Parking,Air Conditioning",97000
92,5,3,Constantine,El Khroub,Apartment,6,0,0,monthly,Parking,65500
119,4,3,Oran,Es Senia,Apartment,3,0,1,monthly,"Elevator,Security 24/7",87500
80,2,2,Setif,Setif City,Apartment,7,1,1,monthly,"Security 24/7,Wifi,Elevator,Heating,Garden",64500
113,3,2,Setif,Setif City,Apartment,0,0,1,monthly,"Garden,Wifi,Security 24/7,Air Conditioning,Elevator",57000
126,2,1,Constantine,Constantine City,Apartment,3,0,1,monthly,"Pool,Parking,Heating,Elevator,Garden",68000
83,2,1,Algiers,Sidi M'Hamed,Apartment,9,0,0,monthly,"Heating,Parking,Wifi,Security 24/7",63500
82,5,3,M'Sila,Magra,Apartment,6,1,1,monthly,"Elevator,Garden,Security 24/7",63000
65,4,3,Constantine,Ali Mendjeli,Apartment,3,1,1,monthly,"Air Conditioning,Heating,Elevator",75500
65,5,3,Oran,Bir El Djir,Apartment,5,1,1,monthly,"Parking,Pool,Garden,Elevator",101500
134,2,1,M'Sila,Boussaada,Apartment,2,1,0,monthly,"Pool,Parking,Wifi,Air Conditioning,Elevator",69000
64,2,1,Algiers,Bab Ezzouar,Apartment,5,0,0,monthly,"Heating,Air Conditioning,Garden",54000
140,4,3,Oran,Bir El Djir,Apartment,0,0,0,monthly,Security 24/7,100500
68,2,2,Constantine,Ali Mendjeli,Apartment,9,0,1,monthly,"Garden,Elevator",40000
127,5,3,Algiers,Hydra,Apartment,2,0,1,monthly,"Wifi,Pool,Parking,Elevator",131000
88,5,3,Oran,Es Senia,Apartment,1,1,0,daily,"Pool,Parking,Heating,Air Conditioning,Elevator",9900
151,4,3,Oran,Bir El Djir,Apartment,5,1,0,monthly,"Parking,Garden,Air Conditioning,Heating",136000
69,5,1,Setif,El Eulma,Apartment,1,0,0,monthly,"Wifi,Heating,Garden",53000
143,2,3,Setif,Ain Arnat,Apartment,3,0,1,monthly,"Parking,Heating,Wifi,Security 24/7,Air Conditioning,Elevator",63000
131,2,2,Oran,Oran City,Apartment,6,1,1,monthly,"Parking,Elevator",124000
121,5,3,M'Sila,Boussaada,Apartment,4,0,1,monthly,"Pool,Wifi,Security 24/7,Air Conditioning,Elevator",47500
43,1,2,Algiers,El Biar,Studio,0,0,0,monthly,"Wifi,Heating,Parking,Garden",28500
40,1,2,Setif,Setif City,Studio,4,1,1,monthly,"Pool,Parking,Heating,Elevator,Garden",32000
126,2,3,Algiers,Sidi M'Hamed,Apartment,2,0,0,monthly,"Air Conditioning,Security 24/7",103500
275,5,1,M'Sila,Boussaada,Villa,0,0,0,monthly,"Garden,Wifi,Heating,Security 24/7,Elevator",116500
152,3,2,Oran,Bir El Djir,Apartment,3,1,0,daily,"Parking,Garden",12500
111,5,3,Setif,Setif City,Apartment,9,1,0,monthly,"Garden,Elevator",91000
100,3,1,Oran,Akid Lotfi,Apartment,3,1,0,daily,"Air Conditioning,Pool,Garden,Security 24/7",7200
128,3,2,Algiers,El Biar,Apartment,8,1,0,monthly,"Pool,Garden,Wifi,Security 24/7,Elevator",151000
194,4,2,Oran,Bir El Djir,Villa,0,0,1,monthly,"Parking,Elevator,Wifi,Air Conditioning,Garden",183500
64,4,3,Algiers,Zeralda,Apartment,8,1,1,monthly,"Pool,Parking,Wifi,Heating,Elevator",122000
298,6,2,Constantine,Constantine City,Villa,0,0,1,monthly,"Air Conditioning,Parking,Wifi",214500
136,4,2,Oran,Es Senia,Apartment,8,0,1,monthly,"Elevator,Security 24/7",94500
107,2,2,Setif,El Eulma,Apartment,2,0,0,monthly,"Air Conditioning,Elevator",51500
115,4,2,Constantine,Ali Mendjeli,Apartment,8,0,1,daily,"Pool,Parking,Wifi,Heating,Elevator",6200
80,4,3,M'Sila,Boussaada,Apartment,8,0,1,daily,"Pool,Parking,Elevator",2700
135,3,3,M'Sila,M'Sila City,Apartment,8,0,1,monthly,"Parking,Elevator",46000
139,3,2,Oran,Akid Lotfi,Apartment,2,1,1,monthly,"Heating,Elevator",140000
119,2,3,Algiers,Sidi M'Hamed,Apartment,2,0,1,monthly,"Pool,Garden,Elevator",100500
97,4,1,Oran,Es Senia,Apartment,9,1,0,monthly,"Air Conditioning,Heating,Pool,Wifi",102500
29,1,3,Oran,Akid Lotfi,Studio,0,0,0,daily,"Wifi,Garden,Heating",3300
158,5,2,Algiers,Hydra,Apartment,9,1,1,monthly,"Air Conditioning,Elevator",227500
104,4,1,Setif,Setif City,Apartment,1,0,1,monthly,"Pool,Heating,Security 24/7,Air Conditioning,Elevator",62000
85,4,2,Setif,Ain Arnat,Apartment,6,0,1,daily,"Wifi,Heating,Security 24/7,Air Conditioning,Elevator",5700
138,3,1,Oran,Akid Lotfi,Apartment,3,1,1,monthly,"Pool,Garden,Elevator",133500
119,2,2,Algiers,Hydra,Apartment,9,0,0,monthly,"Pool,Heating,Wifi,Elevator,Garden",85000
41,1,3,Algiers,Sidi M'Hamed,Studio,0,0,0,daily,"Pool,Security 24/7",3800
64,3,2,Oran,Bir El Djir,Apartment,6,0,1,daily,"Garden,Elevator",7300
74,5,3,Algiers,Bab Ezzouar,Apartment,4,1,0,monthly,"Garden,Parking,Heating",126500
123,5,2,Constantine,Ali Mendjeli,Apartment,3,0,1,monthly,"Garden,Air Conditioning,Wifi,Elevator",83000
110,3,1,Algiers,El Biar,Apartment,2,0,1,monthly,"Pool,Heating,Wifi,Elevator,Air Conditioning,Garden",105000
101,3,3,Constantine,Ali Mendjeli,Apartment,3,0,0,monthly,"Parking,Heating",59500
98,4,1,M'Sila,M'Sila City,Apartment,0,0,0,daily,"Air Conditioning,Wifi",2300
124,4,3,M'Sila,M'Sila City,Apartment,1,0,1,daily,"Parking,Garden,Elevator",3700
84,5,2,Constantine,Ali Mendjeli,Apartment,8,1,1,monthly,"Garden,Pool,Wifi,Elevator",98000
138,5,2,Setif,El Eulma,Apartment,8,0,1,daily,"Garden,Pool,Heating,Elevator",5300
89,5,2,Setif,Ain Arnat,Apartment,8,1,1,monthly,"Wifi,Elevator,Garden,Security 24/7",92500
119,2,1,M'Sila,Boussaada,Apartment,0,1,0,monthly,Air Conditioning,61000
291,6,1,Setif,Setif City,Villa,0,0,0,monthly,"Parking,Wifi,Heating,Security 24/7,Garden",186500
31,1,3,M'Sila,M'Sila City,Studio,2,1,0,monthly,"Wifi,Parking,Elevator",15000
38,1,2,Constantine,El Khroub,Studio,4,0,0,monthly,"Garden,Heating,Wifi",15000
76,3,2,Constantine,Ali Mendjeli,Apartment,8,0,1,monthly,"Elevator,Pool,Heating,Security 24/7",47000
376,8,3,Algiers,El Biar,Villa,0,1,1,monthly,"Pool,Parking,Heating",601500
97,5,3,M'Sila,Boussaada,Apartment,0,1,0,monthly,"Pool,Wifi",67500
125,3,1,Oran,Es Senia,Apartment,8,1,0,monthly,"Heating,Elevator,Security 24/7",110000
128,3,1,Oran,Bir El Djir,Apartment,6,0,0,monthly,"Air Conditioning,Pool,Security 24/7",77000
148,3,3,Algiers,Zeralda,Apartment,7,0,0,monthly,"Heating,Garden,Pool,Elevator",110500
94,4,3,Setif,El Eulma,Apartment,5,1,1,monthly,"Parking,Garden,Elevator",88500
155,4,3,Setif,Setif City,Apartment,1,1,0,daily,Security 24/7,8800
53,1,3,Setif,Ain Arnat,Studio,0,0,1,monthly,"Garden,Parking,Heating",22000
48,1,3,Constantine,El Khroub,Studio,4,1,0,monthly,"Pool,Parking,Heating,Elevator,Garden",32000
248,8,3,Oran,Akid Lotfi,Villa,0,0,0,monthly,"Air Conditioning,Heating",239500
116,5,2,Algiers,El Biar,Apartment,0,1,1,monthly,"Pool,Parking,Wifi,Heating,Elevator,Garden",195500
126,4,1,Oran,Bir El Djir,Apartment,3,0,1,monthly,"Pool,Elevator",97000
109,4,1,Constantine,El Khroub,Apartment,5,0,1,daily,"Pool,Parking,Wifi,Heating,Security 24/7,Elevator",7000
140,4,1,Oran,Oran City,Apartment,3,0,0,monthly,Security 24/7,104500
151,5,2,Constantine,Ali Mendjeli,Apartment,7,0,0,monthly,"Wifi,Heating,Air Conditioning,Garden",80000
107,3,2,Constantine,Ali Mendjeli,Apartment,2,1,0,monthly,"Air Conditioning,Pool,Wifi",92500
133,2,1,Algiers,Sidi M'Hamed,Apartment,5,0,0,monthly,"Air Conditioning,Wifi,Elevator",95000
457,4,3,Constantine,Constantine City,Villa,0,0,0,monthly,"Wifi,Heating,Pool,Garden",273500
102,2,1,Setif,Ain Arnat,Apartment,9,0,1,monthly,"Elevator,Parking,Heating,Security 24/7",49000
122,5,3,Setif,Ain Arnat,Apartment,7,0,0,monthly,"Parking,Pool,Heating",64000
75,2,3,Setif,Ain Arnat,Apartment,8,0,1,daily,"Pool,Heating,Elevator,Air Conditioning,Garden",3300
40,1,2,M'Sila,M'Sila City,Studio,3,1,0,monthly,"Air Conditioning,Heating,Parking,Wifi",18500
76,5,2,Constantine,El Khroub,Apartment,5,1,1,monthly,"Pool,Wifi,Heating,Elevator,Garden",92000
103,4,3,Oran,Bir El Djir,Apartment,5,0,0,daily,"Parking,Pool,Air Conditioning,Heating",8700
86,2,2,Oran,Akid Lotfi,Apartment,8,0,0,monthly,"Garden,Heating",50500
36,1,2,M'Sila,Boussaada,Studio,2,0,1,daily,"Pool,Parking,Heating,Security 24/7",1500
163,4,2,Oran,Akid Lotfi,Apartment,9,1,1,daily,"Air Conditioning,Parking,Elevator,Security 24/7",12000
73,4,3,Constantine,El Khroub,Apartment,7,0,0,daily,"Air Conditioning,Parking,Garden",7100
133,2,2,Oran,Es Senia,Apartment,4,1,1,monthly,"Elevator,Garden,Security 24/7",125000
131,3,1,Constantine,Constantine City,Apartment,9,1,0,monthly,"Heating,Wifi",96500
95,4,3,M'Sila,Magra,Apartment,2,1,0,monthly,"Pool,Parking,Wifi,Heating,Elevator",58500
362,4,3,Algiers,Hydra,Villa,0,0,1,daily,"Elevator,Heating,Wifi,Security 24/7",29700
485,7,3,Setif,Setif City,Villa,0,0,0,monthly,"Parking,Heating",268500
303,8,1,Setif,Setif City,Villa,0,1,1,daily,"Wifi,Security 24/7",38000
64,4,3,Algiers,Bab Ezzouar,Apartment,9,1,0,monthly,"Air Conditioning,Parking,Heating",109500
94,5,2,M'Sila,M'Sila City,Apartment,7,1,1,monthly,"Heating,Elevator",67000
71,2,2,M'Sila,Magra,Apartment,3,1,0,monthly,"Pool,Parking,Security 24/7,Air Conditioning,Garden",39000
105,3,2,Algiers,Zeralda,Apartment,4,0,1,monthly,"Wifi,Heating,Elevator",97000
84,5,3,Setif,Ain Arnat,Apartment,1,1,1,monthly,"Pool,Wifi,Elevator",89000
82,4,2,Algiers,Zeralda,Apartment,4,0,0,monthly,"Parking,Wifi,Heating,Elevator,Garden",81500
160,4,2,Constantine,El Khroub,Apartment,5,1,0,daily,"Wifi,Garden,Pool,Heating",13000
123,2,1,Constantine,Ali Mendjeli,Apartment,1,0,0,monthly,"Air Conditioning,Parking,Elevator",63500
78,4,1,M'Sila,Magra,Apartment,8,0,0,monthly,"Garden,Heating",31500
34,1,1,Algiers,Bab Ezzouar,Studio,2,1,0,monthly,"Pool,Heating",40500
38,1,1,Constantine,El Khroub,Studio,3,0,0,daily,"Air Conditioning,Pool,Wifi",1500
156,4,2,Algiers,Zeralda,Apartment,0,1,0,monthly,"Parking,Wifi,Elevator,Air Conditioning,Garden",210500
68,4,2,Setif,El Eulma,Apartment,9,0,1,monthly,"Parking,Elevator",50500
148,3,1,M'Sila,Boussaada,Apartment,0,0,1,monthly,"Parking,Air Conditioning,Pool,Elevator",52500
31,1,2,Setif,Ain Arnat,Studio,0,0,1,monthly,"Parking,Pool",16500
143,3,1,M'Sila,Magra,Apartment,4,0,1,monthly,"Wifi,Elevator",49500
139,3,1,Setif,Setif City,Apartment,2,0,0,daily,"Pool,Parking,Heating,Elevator,Garden",4900
394,8,2,Algiers,Hydra,Villa,0,0,1,daily,"Pool,Parking,Garden,Elevator",35200
139,3,3,Constantine,Ali Mendjeli,Apartment,4,0,0,daily,"Parking,Air Conditioning,Wifi,Security 24/7",5900
129,3,2,Algiers,El Biar,Apartment,9,0,0,daily,"Air Conditioning,Security 24/7",9900
474,5,2,Oran,Es Senia,Villa,0,0,1,monthly,Wifi,335500
135,4,1,Setif,Setif City,Apartment,4,0,0,monthly,"Heating,Elevator",62500
85,5,1,Algiers,Zeralda,Apartment,2,1,0,monthly,"Pool,Parking,Wifi,Security 24/7,Air Conditioning",155500
88,5,1,Oran,Bir El Djir,Apartment,9,0,0,daily,"Parking,Garden",7400
67,5,3,Algiers,El Biar,Apartment,6,0,1,monthly,"Pool,Elevator",93500
46,1,1,Setif,Ain Arnat,Studio,0,0,0,monthly,"Parking,Pool,Elevator,Wifi",18500
111,3,3,Algiers,Bab Ezzouar,Apartment,4,1,0,daily,"Pool,Wifi,Elevator,Heating,Garden",13300
76,4,2,Algiers,Sidi M'Hamed,Apartment,3,1,1,monthly,"Pool,Elevator",133500
136,5,1,Setif,Ain Arnat,Apartment,3,1,0,daily,"Parking,Elevator,Security 24/7",9100
69,4,1,M'Sila,M'Sila City,Apartment,4,0,1,monthly,"Wifi,Elevator",35000
115,5,3,Algiers,Bab Ezzouar,Apartment,9,1,0,monthly,"Pool,Parking,Heating,Security 24/7,Elevator",153000
154,3,1,Constantine,El Khroub,Apartment,2,0,1,monthly,"Garden,Parking,Elevator,Security 24/7",85500
123,3,3,Setif,Setif City,Apartment,4,0,1,monthly,"Parking,Garden,Elevator",65500
112,2,3,Setif,Ain Arnat,Apartment,9,1,1,monthly,"Garden,Elevator,Security 24/7",81000
199,5,2,Algiers,Hydra,Villa,0,1,1,monthly,Air Conditioning,382500
